idade_cliente,regiao_cliente,tempo_cliente_meses,valor_pedido,quantidade_itens,valor_desconto,parcelas_pagamento,tempo_entrega_dias,atraso_entrega_dias,valor_frete,tentativas_entrega,contatos_atendimento,tempo_resolucao_dias,nps,numero_reclamacoes
64,Centro-Oeste,56,425.3,1,31.16,8,13,3,32.52,2,1,7,1.9,3
63,Sul,94,381.75,3,16.7,6,12,4,27.78,1,4,2,6.4,7
39,Sudeste,102,465.62,1,2.63,3,12,3,19.67,3,2,8,0.0,4
38,Sudeste,101,351.56,3,37.01,1,11,4,38.78,1,0,2,5.3,5
64,Sul,3,1118.27,1,24.39,5,9,3,55.7,3,1,2,4.4,3
49,Centro-Oeste,116,626.83,3,15.11,10,9,5,50.74,2,2,10,0.0,7
49,Norte,50,193.2,2,79.61,8,14,2,51.27,2,0,3,6.3,2
68,Centro-Oeste,90,1117.53,2,16.17,10,8,4,13.09,1,3,5,2.3,5
53,Centro-Oeste,114,597.89,5,2.12,8,13,1,40.01,1,1,5,4.4,4
48,Sudeste,104,163.07,4,2.26,6,12,4,43.48,2,2,11,0.0,4
23,Sul,92,347.47,1,67.31,4,5,1,54.28,3,0,3,5.5,2
38,Sudeste,32,150.8,4,10.32,11,7,2,54.76,2,2,8,3.0,5
52,Nordeste,106,542.7,1,8.22,7,5,1,39.87,2,0,5,5.8,2
31,Sudeste,5,100.37,5,22.53,2,14,3,34.02,2,1,8,3.1,4
40,Centro-Oeste,71,560.25,2,57.77,7,7,0,43.84,3,0,6,8.4,1
59,Sul,78,288.59,6,59.46,7,7,4,35.22,2,2,5,0.0,6
41,Sul,77,471.91,6,67.89,5,13,0,42.32,1,2,3,6.5,2
47,Norte,80,681.46,6,9.48,5,2,1,67.06,3,1,4,7.1,2
27,Nordeste,93,394.47,4,107.98,10,11,2,37.46,3,1,3,6.6,2
22,Nordeste,80,253.51,1,19.92,11,8,1,50.73,1,3,4,3.9,5
59,Nordeste,78,306.19,2,5.94,4,8,0,42.73,1,1,3,10.0,3
47,Centro-Oeste,104,361.85,5,5.75,6,7,1,35.43,3,1,2,6.8,2
24,Norte,62,554.48,6,12.97,7,12,0,68.54,2,2,8,5.9,7
23,Nordeste,91,358.56,3,3.13,9,8,1,40.58,1,0,11,6.6,2
25,Norte,88,414.07,2,62.04,10,11,4,44.76,2,2,9,1.1,4
69,Sudeste,90,623.43,6,36.27,3,9,1,44.58,1,4,6,3.9,8
43,Nordeste,81,926.04,1,50.74,7,11,2,32.37,1,1,1,3.1,3
35,Sudeste,24,93.9,6,27.22,10,10,3,34.65,3,3,8,3.8,5
53,Norte,76,320.04,1,22.74,9,13,0,41.78,1,2,11,7.8,2
43,Sul,75,193.84,4,8.65,10,11,2,51.39,3,1,9,6.4,3
53,Sul,29,884.96,3,7.33,5,9,2,36.56,1,1,9,7.4,2
58,Sul,89,237.2,6,17.28,3,9,3,35.43,1,1,6,0.0,4
21,Sudeste,4,68.73,6,39.5,11,9,2,45.93,3,2,5,2.2,5
30,Centro-Oeste,72,220.09,4,27.36,5,8,3,44.67,3,0,2,5.0,3
41,Sul,72,466.8,6,2.57,11,4,3,38.84,3,1,6,6.4,4
48,Centro-Oeste,29,626.9,3,2.92,10,10,3,45.5,2,1,0,3.3,3
39,Sul,44,667.52,3,91.28,6,3,4,27.22,2,0,3,6.5,2
57,Sudeste,47,450.65,5,4.79,6,12,1,43.3,3,1,2,8.0,4
35,Sudeste,55,116.91,2,44.76,1,2,4,44.52,1,2,1,0.0,5
51,Nordeste,108,325.19,1,61.0,4,8,4,23.69,1,0,10,2.4,3
40,Sudeste,105,289.45,6,52.81,9,13,1,26.45,3,1,9,9.1,3
56,Sudeste,89,651.98,4,24.9,6,5,1,37.44,3,1,7,6.8,3
64,Nordeste,74,588.11,5,24.81,2,14,2,20.23,2,2,7,6.4,5
54,Sul,86,389.97,2,0.12,5,3,4,29.93,2,3,5,3.5,6
64,Sudeste,68,742.9,1,55.36,7,6,0,37.05,1,2,9,5.7,3
18,Sudeste,29,409.49,2,36.49,6,2,1,38.79,1,3,11,2.8,7
59,Centro-Oeste,46,241.86,3,149.5,11,3,4,52.68,3,1,9,4.4,3
37,Norte,61,148.96,6,1.54,9,10,4,25.74,3,1,5,5.4,6
64,Sudeste,38,254.94,5,13.7,11,8,0,23.12,1,1,10,8.9,2
42,Norte,94,248.06,4,123.45,1,2,1,38.67,1,2,1,3.8,6
23,Sul,60,1011.99,1,1.29,8,14,3,13.34,2,1,9,4.4,3
69,Nordeste,100,143.09,3,8.05,7,11,2,29.36,3,0,3,4.3,2
47,Sul,44,1284.29,6,2.89,3,7,3,43.24,3,0,10,4.5,2
37,Centro-Oeste,26,347.56,5,9.99,6,12,4,37.15,3,3,4,2.1,5
26,Sudeste,51,416.54,6,2.43,10,5,4,44.13,2,0,8,1.5,4
65,Sul,22,310.54,6,3.49,2,4,2,24.61,2,0,4,5.6,3
66,Nordeste,57,411.41,2,3.18,7,9,6,33.98,1,0,7,2.4,4
35,Norte,108,843.11,5,3.37,3,2,2,48.89,3,2,11,3.2,4
57,Sul,6,27.01,2,83.21,1,2,0,30.99,1,0,3,5.6,1
20,Centro-Oeste,34,374.01,2,15.1,5,7,3,32.15,2,0,8,3.8,3
53,Sudeste,49,657.27,1,32.18,2,8,2,46.55,2,1,5,4.1,3
23,Sudeste,14,523.64,3,2.59,1,10,5,29.8,1,2,1,0.0,4
61,Centro-Oeste,107,471.73,1,8.62,1,9,1,32.81,2,1,4,8.6,4
55,Centro-Oeste,86,154.35,4,125.36,5,9,2,35.03,3,2,0,4.8,4
18,Norte,79,283.05,2,59.35,11,10,1,44.55,2,2,5,1.7,4
36,Sudeste,110,641.73,1,18.47,4,8,1,51.01,3,4,11,1.6,6
55,Norte,49,171.35,5,20.19,9,7,2,39.96,1,1,6,5.0,4
45,Norte,55,1072.6,2,2.58,11,2,4,18.52,2,1,7,5.6,4
64,Sul,35,327.51,3,15.55,8,8,2,32.65,1,1,2,6.8,2
26,Nordeste,119,574.11,3,28.38,5,12,3,31.79,2,0,11,5.8,2
64,Nordeste,67,142.52,2,138.9,5,2,1,31.06,2,1,0,3.5,4
27,Sul,80,198.23,4,19.88,6,11,3,62.25,1,1,2,0.8,4
41,Norte,47,170.19,4,24.71,8,12,1,22.63,3,2,2,5.5,5
43,Sul,30,658.72,4,16.66,2,10,4,29.08,3,0,7,2.2,5
25,Nordeste,42,529.51,6,39.41,9,2,3,40.72,3,1,1,4.5,4
22,Sul,51,117.19,3,18.67,5,9,2,54.84,2,2,6,5.0,4
30,Sudeste,40,700.53,5,14.13,8,10,1,26.09,3,2,0,7.6,6
39,Sul,16,309.91,3,9.87,7,13,2,16.17,1,2,9,4.4,4
51,Norte,81,129.27,4,4.3,2,7,3,47.36,3,4,5,0.7,8
42,Norte,62,446.26,3,50.52,1,9,3,43.92,2,0,7,6.3,2
40,Norte,35,233.57,3,60.22,5,13,0,36.94,1,1,2,7.9,1
58,Norte,43,50.93,5,33.78,6,4,3,35.93,2,0,10,4.3,3
65,Centro-Oeste,60,126.73,6,55.24,3,12,4,21.77,2,1,5,3.9,3
38,Sudeste,66,137.17,1,3.13,4,14,2,51.69,3,2,11,1.2,7
20,Sul,77,192.85,5,48.42,9,2,1,44.74,1,2,11,3.9,4
25,Sul,73,328.62,5,43.11,10,12,6,44.36,2,2,7,0.0,5
63,Sudeste,66,347.38,6,103.33,10,12,1,37.57,3,2,0,7.9,3
67,Sul,116,218.79,1,17.39,11,9,3,35.44,2,3,0,3.2,5
56,Nordeste,74,475.08,3,7.77,11,7,1,19.23,2,0,1,6.8,2
68,Sul,13,213.38,5,3.22,11,11,1,27.99,1,4,4,7.5,6
56,Nordeste,34,407.16,6,54.62,9,7,1,23.3,3,1,8,4.7,3
39,Sudeste,80,474.68,1,30.24,6,14,6,21.66,2,1,10,0.9,4
62,Centro-Oeste,22,630.25,3,12.3,10,10,4,44.64,2,2,0,0.0,5
28,Nordeste,106,391.87,5,30.44,2,14,2,46.21,2,1,10,6.7,3
40,Sul,84,569.84,1,39.44,3,8,2,26.67,3,1,0,3.1,5
66,Sul,95,1466.72,1,40.2,7,10,2,21.03,2,3,0,7.9,4
33,Nordeste,81,411.17,5,24.37,4,3,2,37.36,1,1,11,2.0,5
69,Sul,78,1471.44,4,14.66,8,7,3,42.78,3,3,3,2.8,6
68,Centro-Oeste,60,247.14,3,66.17,5,13,2,46.46,3,0,1,7.0,2
45,Centro-Oeste,57,635.09,5,19.89,4,11,0,33.25,1,2,6,3.7,6
52,Sudeste,12,173.52,6,14.92,4,12,3,29.28,2,2,11,2.4,6
59,Norte,53,686.0,1,0.04,3,9,2,40.03,3,2,5,4.9,5
46,Centro-Oeste,107,262.36,5,17.48,3,9,4,32.72,1,2,3,0.4,4
55,Nordeste,52,120.2,2,0.47,10,5,3,4.61,2,4,3,4.8,9
23,Sul,103,1094.43,4,36.53,11,14,2,47.86,3,2,11,1.3,4
66,Norte,54,1152.0,6,32.08,8,4,4,57.77,3,1,1,2.8,4
31,Nordeste,98,927.89,4,9.68,3,2,4,53.8,2,0,2,6.2,1
46,Norte,84,139.76,5,9.24,11,6,5,45.37,2,4,10,0.0,8
66,Norte,51,137.59,1,7.86,1,9,1,40.4,2,1,6,4.5,3
45,Norte,75,482.15,2,37.46,4,12,5,21.47,2,4,6,0.0,7
27,Centro-Oeste,30,284.43,2,44.76,7,7,1,32.46,3,0,2,6.1,1
63,Sul,31,1010.66,1,15.43,4,13,2,31.92,2,0,7,5.2,3
64,Norte,69,550.17,4,34.27,9,12,0,45.49,1,1,7,6.5,2
21,Norte,89,542.58,1,3.45,5,14,8,42.85,3,1,8,0.0,4
41,Sudeste,76,217.9,5,9.85,5,9,3,21.86,3,0,6,6.1,4
19,Sul,64,141.67,3,8.17,7,4,1,22.43,3,1,7,6.5,2
63,Centro-Oeste,87,1023.52,4,85.92,1,12,2,50.66,2,4,4,1.9,7
46,Sul,48,485.88,3,19.33,10,10,3,36.9,2,2,10,5.4,5
42,Centro-Oeste,113,550.88,5,1.45,2,13,0,23.52,1,1,11,6.3,1
48,Norte,29,726.05,1,73.56,10,13,1,38.31,2,3,10,2.7,5
64,Sul,22,496.81,4,18.44,7,5,2,9.17,1,2,3,7.2,5
68,Centro-Oeste,19,383.83,5,6.21,7,9,1,45.92,1,1,2,5.1,3
63,Sul,8,166.82,6,30.74,2,13,2,36.11,1,1,6,5.9,3
32,Nordeste,44,272.77,1,8.22,7,9,4,37.19,3,1,9,0.0,3
55,Sul,102,1386.85,5,0.15,11,3,5,45.19,2,1,9,2.7,3
50,Sudeste,92,906.45,2,46.45,6,6,1,41.37,3,1,3,7.4,3
67,Sudeste,60,1132.9,2,37.85,1,7,4,44.91,2,3,3,2.0,6
66,Centro-Oeste,79,385.14,3,25.66,9,14,2,46.59,3,1,3,4.8,3
25,Sudeste,40,714.93,3,139.66,8,14,4,54.39,1,1,10,3.1,3
57,Centro-Oeste,114,446.55,2,69.16,9,13,2,32.84,1,4,4,4.2,7
33,Norte,62,170.64,3,3.32,2,8,0,52.41,1,2,8,5.3,5
55,Centro-Oeste,27,324.24,5,4.0,1,12,1,38.73,2,3,8,3.8,6
61,Sul,98,148.65,5,7.71,2,12,1,58.53,3,2,1,4.5,4
58,Sul,108,478.26,4,0.69,4,11,2,37.09,2,2,4,4.0,7
51,Nordeste,48,596.5,6,41.61,4,10,1,31.28,3,3,7,1.8,7
23,Norte,97,1004.38,5,9.61,4,2,0,65.44,2,3,11,4.5,4
56,Sudeste,45,479.04,6,30.01,11,12,1,34.18,3,2,10,3.2,4
57,Sudeste,49,168.11,6,16.51,6,14,2,53.71,1,0,5,2.1,3
66,Norte,2,928.87,5,5.77,4,9,2,7.25,3,1,7,7.2,4
40,Sul,68,55.54,5,71.45,3,4,2,52.16,2,3,2,3.0,5
67,Centro-Oeste,105,986.92,2,52.37,3,12,3,44.15,2,1,3,1.0,5
38,Nordeste,43,125.72,5,31.8,6,8,3,30.99,1,1,0,5.6,4
52,Sul,16,384.07,6,31.07,8,3,1,55.73,3,5,1,3.5,8
64,Sul,35,656.35,4,15.18,10,9,1,38.8,2,2,3,6.0,3
46,Centro-Oeste,91,554.43,3,121.75,5,12,1,32.33,1,2,6,4.7,4
52,Norte,75,191.88,3,11.87,2,10,3,43.34,1,1,3,4.8,3
19,Centro-Oeste,83,188.37,3,34.16,11,10,0,54.03,2,3,2,8.8,4
50,Sul,81,329.58,2,33.78,11,7,4,31.19,3,2,3,3.9,4
43,Sul,111,179.58,2,16.25,1,5,2,68.97,1,2,9,2.2,4
61,Sul,83,505.43,3,19.01,2,5,2,43.18,1,3,1,4.6,7
49,Centro-Oeste,11,507.4,1,30.22,1,11,2,35.66,1,1,9,4.8,3
35,Sul,83,376.29,3,4.28,3,14,1,28.7,2,3,11,5.5,6
51,Sul,56,213.14,2,21.35,10,5,3,66.87,1,3,11,0.0,7
47,Nordeste,50,64.11,3,3.31,9,2,2,36.24,3,1,7,6.4,4
61,Nordeste,12,490.26,1,9.6,3,12,3,42.48,3,1,7,3.8,5
40,Sul,33,448.49,3,7.8,3,4,3,55.66,2,1,2,3.7,4
65,Nordeste,42,1365.27,3,14.01,9,13,1,43.2,2,3,1,5.9,6
37,Nordeste,97,690.01,4,47.3,3,13,2,64.73,3,4,4,2.8,10
63,Norte,17,492.92,1,50.17,10,8,2,62.79,3,4,6,5.3,7
40,Norte,22,540.24,3,50.89,2,13,3,62.74,2,4,3,0.0,10
57,Sudeste,110,382.03,1,84.46,9,8,2,35.8,3,1,0,7.1,3
25,Norte,98,547.68,2,8.1,4,13,2,52.91,3,2,8,2.6,4
31,Centro-Oeste,76,1135.28,6,0.48,10,10,2,36.32,3,2,0,4.8,4
40,Nordeste,48,121.36,6,20.14,11,13,2,41.34,2,2,7,3.2,6
63,Sudeste,32,83.34,2,0.46,7,2,2,48.56,2,2,4,0.9,4
31,Nordeste,5,810.91,2,75.7,10,13,2,39.18,3,1,1,5.2,4
19,Sudeste,79,470.42,4,12.73,6,4,1,43.57,3,2,7,5.9,5
21,Sul,48,396.59,6,230.33,2,6,0,26.18,2,5,5,4.0,9
41,Norte,69,162.27,2,57.98,8,2,2,27.13,3,1,5,6.8,3
68,Sudeste,72,1065.27,1,12.4,3,7,2,42.56,1,1,7,8.6,4
53,Nordeste,107,536.74,6,44.93,6,14,0,42.67,1,0,3,10.0,4
26,Sudeste,108,323.19,6,41.18,4,11,2,51.53,1,2,0,4.0,5
33,Nordeste,59,245.0,3,0.41,6,4,2,51.43,2,3,6,5.5,5
49,Centro-Oeste,65,909.44,2,39.76,2,6,2,28.48,3,3,2,2.8,5
49,Centro-Oeste,107,313.47,4,36.69,2,4,1,20.79,1,2,5,3.7,5
44,Nordeste,12,1372.62,2,67.88,3,6,0,55.08,3,0,2,9.2,0
32,Centro-Oeste,17,373.43,2,9.42,5,3,5,39.86,2,1,6,0.0,3
66,Sudeste,109,995.58,2,7.05,6,8,1,49.77,3,2,11,3.4,6
21,Sudeste,1,286.72,1,33.24,3,7,3,33.52,2,0,7,3.9,4
53,Centro-Oeste,15,918.47,2,86.04,7,4,1,28.81,2,1,5,7.7,3
42,Norte,66,422.44,3,65.15,2,5,1,39.45,2,2,9,6.2,4
32,Norte,22,215.21,4,17.68,7,12,2,62.75,2,3,11,3.2,6
29,Sudeste,27,238.96,5,7.33,7,3,2,40.61,3,3,2,4.7,6
24,Nordeste,82,446.12,1,2.7,3,6,1,45.03,3,1,1,10.0,3
53,Norte,104,678.18,4,28.51,5,9,2,35.02,2,1,10,3.6,4
41,Sudeste,51,1046.11,2,16.42,5,9,3,28.61,1,1,2,5.4,3
23,Centro-Oeste,83,479.17,6,86.32,1,10,5,43.06,3,3,7,2.1,6
65,Centro-Oeste,49,378.62,6,0.28,1,12,5,60.64,1,0,8,3.8,2
58,Nordeste,88,695.84,5,102.24,11,4,1,29.16,2,2,0,2.2,5
62,Sul,71,441.62,6,4.1,7,11,5,17.16,1,3,11,0.0,7
48,Sudeste,85,426.91,5,0.77,4,12,0,30.72,2,2,11,4.4,4
38,Centro-Oeste,47,165.25,3,13.59,3,12,2,33.32,1,1,4,6.3,3
28,Sul,31,406.72,1,9.23,8,8,2,47.92,2,4,10,0.0,6
33,Sudeste,92,1112.92,2,3.52,7,11,3,21.17,3,0,5,4.2,2
31,Nordeste,55,960.04,2,4.67,4,3,2,38.97,1,1,9,5.9,4
42,Norte,11,380.12,4,5.09,3,13,1,67.79,2,2,5,7.0,3
31,Sul,99,409.38,1,17.45,8,2,3,28.44,1,2,2,2.2,6
55,Sul,115,606.43,2,21.28,5,11,2,42.09,1,2,7,7.0,4
35,Sul,46,756.33,1,21.85,1,5,1,54.07,3,3,6,5.0,8
31,Norte,19,493.15,5,31.89,11,8,2,21.14,2,0,9,10.0,2
41,Norte,63,701.89,1,2.79,7,10,2,54.23,3,0,3,7.1,2
68,Norte,27,286.67,1,22.99,3,14,2,22.66,2,0,9,3.8,5
25,Centro-Oeste,113,164.58,5,5.7,3,8,3,28.1,2,1,3,2.3,5
62,Nordeste,75,294.55,5,4.5,11,9,3,38.69,2,1,10,3.0,3
42,Centro-Oeste,44,322.78,2,12.25,11,6,2,43.98,2,2,2,4.3,6
51,Norte,26,438.42,4,58.04,10,9,3,29.39,1,0,1,5.3,4
62,Sudeste,15,417.04,5,24.88,1,10,1,64.66,2,3,5,5.6,5
61,Nordeste,11,568.03,6,36.79,5,7,2,18.62,2,1,3,5.8,4
45,Centro-Oeste,20,35.78,5,52.6,5,4,1,17.44,1,2,11,5.0,5
41,Sul,77,1201.05,2,8.09,11,12,1,19.2,3,2,8,5.7,6
35,Nordeste,30,408.93,6,29.91,4,2,5,25.09,3,1,5,0.0,3
51,Nordeste,80,147.18,6,37.87,11,14,2,21.69,2,2,7,5.0,4
59,Nordeste,64,609.0,2,31.27,7,2,1,35.11,2,2,6,5.9,5
20,Centro-Oeste,108,292.0,3,50.51,5,12,2,14.38,3,0,6,4.5,4
29,Sul,5,32.24,1,10.78,1,9,1,30.21,1,3,10,3.6,6
53,Sul,18,96.58,2,51.15,9,11,0,66.26,3,1,8,6.8,2
22,Centro-Oeste,86,402.14,4,44.12,9,6,1,44.86,1,0,1,1.9,2
36,Nordeste,99,685.66,3,18.51,3,14,4,42.81,3,2,0,0.4,5
29,Sul,63,522.65,3,53.95,7,4,5,43.43,1,2,3,2.5,5
44,Centro-Oeste,80,281.63,2,6.59,7,4,1,56.53,2,2,6,3.7,5
34,Sul,97,663.74,4,4.52,7,4,1,35.45,3,0,4,9.1,2
60,Nordeste,117,7.76,4,29.21,1,6,4,25.37,1,3,7,2.5,7
45,Centro-Oeste,118,599.88,3,6.49,1,11,3,27.4,1,0,4,5.3,4
57,Centro-Oeste,58,316.14,2,113.41,3,4,1,23.6,2,2,6,6.1,4
39,Centro-Oeste,22,306.9,3,16.22,1,3,3,33.04,2,2,0,4.3,4
27,Sudeste,58,216.17,6,19.93,5,14,2,20.09,2,3,9,2.7,6
58,Sul,84,286.78,6,27.59,3,2,0,54.45,2,0,6,9.1,1
23,Sul,41,355.38,4,42.97,2,8,1,34.48,3,1,3,8.0,3
34,Norte,74,1154.76,5,77.65,8,4,0,58.9,1,1,2,9.6,1
29,Sul,58,525.95,5,9.27,6,11,0,47.18,1,1,1,7.0,4
23,Centro-Oeste,5,574.05,5,13.18,6,14,2,32.32,2,2,8,3.3,4
60,Centro-Oeste,79,114.98,2,51.09,11,7,2,23.4,3,1,6,4.5,3
39,Centro-Oeste,26,870.52,4,11.19,2,13,2,33.47,1,2,0,2.1,4
67,Centro-Oeste,52,657.4,1,11.73,4,12,3,51.45,1,1,8,4.0,4
33,Norte,87,233.41,2,36.64,2,14,6,43.03,3,1,2,0.6,3
21,Sul,51,381.61,3,23.81,5,13,3,35.79,2,2,7,0.9,4
42,Sul,101,42.09,6,48.13,5,2,2,33.29,2,1,2,2.8,4
50,Sudeste,72,101.24,3,21.05,6,3,1,43.78,3,2,7,2.7,4
18,Sul,73,1024.58,1,48.36,9,9,1,16.98,1,0,11,5.4,3
32,Sudeste,79,396.07,4,126.81,1,9,2,43.86,1,2,4,2.8,4
34,Nordeste,21,893.66,1,33.3,2,10,3,34.3,1,2,0,3.3,4
60,Centro-Oeste,55,341.01,3,16.72,4,3,3,49.54,1,0,7,4.9,4
36,Sul,92,282.15,4,26.43,1,10,2,40.96,1,0,10,4.3,4
67,Sudeste,119,149.3,1,63.46,4,3,3,36.7,1,2,7,2.4,4
36,Sul,2,74.93,3,13.8,3,14,3,49.3,2,2,10,1.4,4
37,Sul,106,1043.22,3,41.61,6,11,2,33.59,2,2,2,2.9,4
18,Nordeste,70,167.65,6,69.74,11,11,2,58.51,3,1,5,4.6,4
40,Sul,37,180.12,3,7.45,6,6,2,14.12,1,2,5,3.4,6
33,Nordeste,110,154.54,6,7.73,9,7,2,41.47,1,2,6,5.9,4
41,Nordeste,71,12.13,1,35.19,8,4,4,29.34,1,1,9,3.4,4
37,Centro-Oeste,18,483.13,5,40.22,7,2,3,38.02,3,2,0,3.8,5
32,Nordeste,103,398.44,4,27.76,7,7,2,55.79,2,1,8,3.2,5
41,Sudeste,116,233.15,6,12.3,5,2,4,37.59,2,1,0,4.5,4
54,Sudeste,67,83.33,2,3.26,4,11,0,49.72,3,0,9,6.5,0
58,Nordeste,83,705.92,3,5.62,7,4,1,45.41,1,2,3,4.7,4
50,Norte,49,393.82,4,79.57,4,11,3,53.5,3,3,2,0.0,7
49,Nordeste,119,689.0,4,34.24,3,14,2,28.21,1,3,3,1.4,7
48,Norte,95,318.3,4,12.38,10,9,2,43.2,1,2,2,5.1,5
32,Sul,9,831.15,1,101.46,4,9,2,33.09,2,2,5,4.4,4
18,Norte,23,232.63,6,6.27,2,3,3,52.6,1,3,4,2.4,6
66,Sudeste,81,102.64,3,11.84,7,5,1,44.54,1,1,7,9.6,4
29,Sudeste,14,504.09,1,63.97,7,3,1,38.05,1,2,10,7.9,5
52,Nordeste,30,929.76,2,23.52,7,11,3,45.39,2,0,2,7.6,1
54,Norte,112,1247.83,2,5.25,4,13,0,32.55,2,1,4,8.1,1
65,Nordeste,4,346.29,2,11.51,11,14,2,45.52,1,1,3,4.1,4
47,Nordeste,83,368.7,3,3.08,11,8,2,35.53,3,3,10,4.3,6
43,Nordeste,19,1197.2,5,36.42,10,2,3,31.84,2,4,1,3.9,7
28,Nordeste,95,124.4,6,32.2,4,12,2,48.38,2,1,0,6.1,4
49,Sudeste,103,623.62,2,57.31,1,13,5,49.87,3,2,10,0.0,6
19,Sul,83,122.65,3,13.89,4,2,2,29.02,2,2,7,4.9,7
27,Sudeste,57,545.64,6,23.29,6,7,1,51.79,3,1,8,7.9,4
63,Sudeste,79,908.95,4,43.43,4,12,0,28.28,1,0,5,9.0,2
39,Sudeste,81,272.0,5,40.33,6,8,1,48.07,1,2,5,4.3,5
26,Centro-Oeste,109,482.26,1,83.68,8,5,3,44.14,2,1,1,3.8,3
47,Nordeste,16,302.88,4,72.49,5,2,6,39.62,3,1,6,0.0,3
42,Nordeste,110,229.98,5,0.38,8,6,3,61.4,1,4,5,0.0,6
38,Centro-Oeste,101,592.09,1,69.36,1,6,1,38.76,3,3,11,1.6,5
35,Sul,78,459.2,5,14.92,6,6,5,49.8,2,1,2,1.8,4
37,Sudeste,4,216.05,2,8.62,1,9,3,47.71,2,1,4,4.0,4
68,Norte,18,78.13,1,60.98,7,7,3,22.33,2,3,7,3.6,5
57,Nordeste,17,314.17,6,121.0,3,8,7,44.65,1,1,1,0.0,4
33,Norte,32,337.35,4,4.36,8,7,1,54.48,1,1,11,5.5,4
66,Sudeste,70,222.66,5,90.42,7,12,1,45.86,2,1,1,9.9,4
56,Norte,53,591.02,3,15.3,6,9,1,54.38,1,1,9,6.4,4
52,Nordeste,5,243.15,4,14.69,9,3,3,49.71,2,1,1,3.8,4
46,Sudeste,40,296.12,5,35.36,9,6,2,37.51,3,1,7,6.7,3
63,Nordeste,69,574.37,6,0.58,9,10,2,40.74,3,1,9,4.4,4
47,Sudeste,85,252.69,1,8.74,5,4,2,30.52,3,0,11,3.5,3
69,Sudeste,76,97.74,5,115.67,11,8,1,42.13,1,0,3,8.0,3
65,Sul,91,157.35,4,49.86,6,14,0,72.45,3,1,7,8.9,1
20,Sudeste,97,225.35,6,39.43,3,10,1,20.51,1,0,0,8.4,2
49,Sul,80,886.39,6,47.78,4,3,1,13.6,1,0,6,7.5,2
31,Sudeste,91,1080.61,2,33.49,5,5,1,50.62,2,1,7,3.1,4
43,Nordeste,74,453.38,3,4.43,11,3,1,34.97,2,0,0,8.3,1
22,Centro-Oeste,56,511.03,3,23.63,6,5,1,17.24,1,4,7,2.2,7
45,Sudeste,15,174.88,3,15.02,9,10,8,40.97,1,2,8,0.0,5
25,Sul,8,715.9,2,10.06,9,7,2,25.35,3,3,6,3.1,6
62,Nordeste,7,323.25,3,12.78,4,12,4,47.3,2,3,8,0.0,8
65,Sudeste,27,685.24,6,2.54,7,6,3,18.14,3,1,1,2.9,3
50,Centro-Oeste,87,742.01,2,140.46,5,2,1,28.15,1,1,10,3.5,3
53,Sudeste,87,342.28,6,35.49,5,11,1,32.54,1,3,0,3.5,6
30,Centro-Oeste,73,725.38,1,47.8,7,6,5,40.9,1,0,2,1.7,2
37,Nordeste,21,401.34,3,18.68,4,12,3,51.28,3,1,0,6.0,5
35,Sudeste,88,262.83,1,23.37,10,12,2,56.27,1,2,6,3.6,4
68,Centro-Oeste,82,787.5,2,10.43,2,3,1,47.18,2,1,7,5.6,4
67,Norte,82,306.06,2,71.6,2,9,4,13.5,3,0,5,4.9,2
37,Sudeste,113,310.47,6,20.03,5,12,2,32.04,1,2,3,2.5,5
60,Sudeste,63,51.73,3,8.82,4,8,3,38.05,1,3,0,0.1,7
50,Centro-Oeste,56,237.94,4,17.96,6,4,1,43.92,1,0,10,7.9,2
38,Centro-Oeste,70,449.7,1,62.82,4,10,4,27.9,3,4,9,0.5,8
63,Nordeste,84,441.76,6,20.35,4,6,2,19.05,3,0,8,5.6,3
41,Centro-Oeste,43,51.75,6,36.92,2,13,2,47.69,2,2,0,4.7,6
45,Norte,103,170.11,2,0.79,7,2,0,58.81,1,1,8,6.5,3
22,Norte,8,382.37,4,86.84,10,14,6,46.75,3,0,5,1.9,3
47,Nordeste,106,196.19,2,8.38,2,12,0,32.48,1,1,8,8.0,4
60,Nordeste,6,248.21,4,8.05,6,8,3,45.04,1,1,3,4.6,3
41,Centro-Oeste,70,335.79,4,24.22,6,12,2,49.03,1,4,9,0.0,9
56,Nordeste,71,1176.27,3,103.23,6,4,3,25.84,1,0,9,3.4,2
31,Norte,11,403.97,4,17.8,9,8,3,42.82,1,3,11,1.5,7
53,Centro-Oeste,48,779.36,5,7.46,11,12,3,24.07,2,0,5,3.5,2
53,Sul,117,574.41,5,60.26,3,8,1,32.03,1,2,2,9.3,3
43,Norte,26,1014.85,3,38.77,10,14,3,31.75,3,0,9,4.7,3
30,Sudeste,84,265.06,5,29.19,2,13,3,34.42,1,0,3,3.8,2
57,Norte,24,96.86,2,16.05,2,10,1,7.14,1,0,3,8.7,2
38,Nordeste,72,213.31,4,45.78,4,3,3,51.85,2,2,0,3.6,4
43,Centro-Oeste,61,258.17,3,3.17,4,6,0,42.37,2,1,11,6.9,1
51,Norte,32,830.6,1,4.35,10,10,1,38.1,2,0,7,4.9,3
57,Sudeste,63,1153.7,4,5.89,7,8,4,39.96,2,3,6,0.6,5
31,Nordeste,9,208.58,2,46.14,11,4,1,47.53,1,1,3,5.3,4
38,Sudeste,60,623.26,3,22.28,9,14,2,58.16,2,1,6,4.4,4
60,Nordeste,23,163.57,1,54.73,2,2,1,38.28,3,2,0,7.6,3
